"names","currentZRI","YoY","3YrGrowth","ratioSBCounty"
"Santa Barbara County",2422,0.173449612403101,0.147867298578199,1
"Carpinteria",3390,-0.00877192982456143,0.169368747844084,1.39966969446738
"Goleta",3183,0.330685618729097,0.18020022246941,1.31420313790256
"City Average",3286.5,0.160956844452268,0.174784485156747,1.35693641618497
"93117",3194,0.324761509746993,0.172110091743119,1.31874483897605
"93101",3393,0.159207379569525,0.249263622974963,1.4009083402147
"93013",3382,-0.00821114369501463,0.169432918395574,1.39636663914121
"93109",3888,0.182122225600486,0.271835132482826,1.60528488852188
"Zip Code Average",3464.25,0.164469992805497,0.215660441399121,1.43032617671346
